betroffene_anlage,entry_type,primaerenergieart,max_dispatched_mw,rank,score,cand_id,cand_name,cand_fueltype,cand_capacity,cand_lat,cand_lon
EnBW Trading GmbH,individual,Sonstiges,190.0,1,60.0,3297,Jena,Natural Gas,241.875,50.8965754,11.58634
EnBW Trading GmbH,individual,Sonstiges,190.0,2,60.0,8668,Lingen,Nuclear,268.0,52.4831,7.3005
EnBW Trading GmbH,individual,Sonstiges,190.0,3,54.5,699,Staudinger,Hard Coal,522.0,50.088056,8.952222
EnBW Trading GmbH,individual,Sonstiges,190.0,4,54.5,1130,Staudinger,Natural Gas,580.0,50.088056,8.952222
EnBW Trading GmbH,individual,Sonstiges,190.0,5,54.4,261,Trianel Kohlekraftwerk Lunen,Hard Coal,746.0,51.612,7.464
EnBW Trading GmbH,individual,Sonstiges,190.0,6,54.0,257,Zolling,Hard Coal,472.0,48.455489,11.796122
EnBW Trading GmbH,individual,Sonstiges,190.0,7,54.0,2568,Mainz,Natural Gas,869.0,50.0264,8.2379
EnBW Trading GmbH,individual,Sonstiges,190.0,8,54.0,23136,Stade,Nuclear,672.0,53.6197,9.5308
EnBW Trading GmbH,individual,Sonstiges,190.0,9,53.8,61237,Enbw He Dreiht,Wind,960.0,54.367431937499994,6.185254984375
EnBW Trading GmbH,individual,Sonstiges,190.0,10,52.5,8644,Gaskraftwerk Landesbergen Gasturbine,Natural Gas,487.0,52.54612,9.115922
EnBW Trading GmbH,individual,Sonstiges,190.0,11,51.4,317,Herne,Hard Coal,435.0,51.549201,7.18396
EnBW Trading GmbH,individual,Sonstiges,190.0,12,51.4,665,Fenne,Hard Coal,390.0,49.248932499999995,6.8809705
EnBW Trading GmbH,individual,Sonstiges,190.0,13,51.4,721,Irsching,Natural Gas,1722.0,48.767533,11.580019
EnBW Trading GmbH,individual,Sonstiges,190.0,14,51.4,1117,Gud Herne,Natural Gas,657.0,51.5489,7.18335
EnBW Trading GmbH,individual,Sonstiges,190.0,15,51.4,1163,Hafen,Hard Coal,303.0,53.124672,8.726764
EnBW Trading GmbH,individual,Sonstiges,190.0,16,51.4,3315,Irsching,Oil,415.0,48.767533,11.580019
EnBW Trading GmbH,individual,Sonstiges,190.0,17,50.3,29,Waldeck,Hydro,555.0,51.16743333333333,9.046336666666669
EnBW Trading GmbH,individual,Sonstiges,190.0,18,50.0,3423,Dollen Trafo,Solar,134.355,52.99812123076923,12.194403615384614
EnBW Trading GmbH,individual,Sonstiges,190.0,19,50.0,10324,Berlin Klingenberg,Natural Gas,188.0,52.489993,13.495988
EnBW Trading GmbH,individual,Sonstiges,190.0,20,49.9,3435,Industriekraftwerk Eisenhuttenstadt,Natural Gas,176.71,52.163396,14.632419
Mehrum,individual,Konventionell,715.0,1,50.0,264,Weiher,Hard Coal,655.6,49.333966,7.028434
Mehrum,individual,Konventionell,715.0,2,47.1,312,Niederaussem,Lignite,3109.0,50.990677,6.669720000000001
Mehrum,individual,Konventionell,715.0,3,46.6,721,Irsching,Natural Gas,1722.0,48.767533,11.580019
Mehrum,individual,Konventionell,715.0,4,45.0,258,Weissweiler,Lignite,1961.0,50.837339,6.319244
Mehrum,individual,Konventionell,715.0,5,45.0,261,Trianel Kohlekraftwerk Lunen,Hard Coal,746.0,51.612,7.464
Mehrum,individual,Konventionell,715.0,6,45.0,268,Schwarze Pumpe,Lignite,1510.0,51.531359,14.348723
Mehrum,individual,Konventionell,715.0,7,45.0,274,Bergkamen,Hard Coal,720.0,51.636945,7.619083
Mehrum,individual,Konventionell,715.0,8,45.0,697,Moorburg,Hard Coal,1600.0,53.487504,9.949603
Mehrum,individual,Konventionell,715.0,9,45.0,699,Staudinger,Hard Coal,522.0,50.088056,8.952222
Mehrum,individual,Konventionell,715.0,10,45.0,720,Huckingen,Natural Gas,606.0,51.371067,6.719111
Mehrum,individual,Konventionell,715.0,11,45.0,723,Trianel Gaskraftwerk Hamm,Natural Gas,890.0,51.673559,7.9289665
Mehrum,individual,Konventionell,715.0,12,45.0,724,Frimmersdorf,Lignite,562.0,51.052199,6.578014
Mehrum,individual,Konventionell,715.0,13,45.0,1083,Grosskraftwerk Mannheim,Hard Coal,1983.0,49.446975,8.492516
Mehrum,individual,Konventionell,715.0,14,45.0,1130,Staudinger,Natural Gas,580.0,50.088056,8.952222
Mehrum,individual,Konventionell,715.0,15,45.0,1148,Gud Niehl Rheinenergie,Natural Gas,727.0,50.974163,6.988567666666666
Mehrum,individual,Konventionell,715.0,16,45.0,3275,Marbach,Oil,735.9,48.927387499999995,9.231165
Mehrum,individual,Konventionell,715.0,17,45.0,123116,Ready Gtkw Schwarze Pumpe,Natural Gas,850.0,51.519,14.353
Mehrum,individual,Konventionell,715.0,18,42.9,1280,Veltheim,Hard Coal,520.0,52.190082999999994,8.934485
Mehrum,individual,Konventionell,715.0,19,42.9,165496,Mannheim,Hard Coal,2586.0,49.447,8.4925
Mehrum,individual,Konventionell,715.0,20,40.0,314,Rheinhafen Dampfkraftwerk,Hard Coal,1351.0,49.01274,8.304255000000001
Statkraft KW-Pool,individual,Konventionell,1050.0,1,50.7,261,Trianel Kohlekraftwerk Lunen,Hard Coal,746.0,51.612,7.464
Statkraft KW-Pool,individual,Konventionell,1050.0,2,46.6,272,Neurath,Lignite,4211.0,51.037649,6.612286
Statkraft KW-Pool,individual,Konventionell,1050.0,3,45.0,698,Westfalen,Hard Coal,763.7,51.682608,7.969927
Statkraft KW-Pool,individual,Konventionell,1050.0,4,45.0,3275,Marbach,Oil,735.9,48.927387499999995,9.231165
Statkraft KW-Pool,individual,Konventionell,1050.0,5,43.2,723,Trianel Gaskraftwerk Hamm,Natural Gas,890.0,51.673559,7.9289665
Statkraft KW-Pool,individual,Konventionell,1050.0,6,42.8,313,Lippendorf,Lignite,1782.0,51.1769265,12.376704
Statkraft KW-Pool,individual,Konventionell,1050.0,7,42.8,3228,Swd Kwl Gte,Natural Gas,826.4,51.222827,6.731094
Statkraft KW-Pool,individual,Konventionell,1050.0,8,41.5,722,Knapsack,Natural Gas,1326.0,50.858679,6.845286
Statkraft KW-Pool,individual,Konventionell,1050.0,9,40.0,265,Altbach Deizisau,Hard Coal,756.0,48.718902,9.3713815
Statkraft KW-Pool,individual,Konventionell,1050.0,10,38.6,325,Datteln,Hard Coal,1052.0,51.63313,7.34248
Statkraft KW-Pool,individual,Konventionell,1050.0,11,38.6,1156,Franken,Natural Gas,823.0,49.42092,11.00767
Statkraft KW-Pool,individual,Konventionell,1050.0,12,36.0,269,Scholven,Hard Coal,760.0,51.599970000000006,7.00565
Statkraft KW-Pool,individual,Konventionell,1050.0,13,36.0,270,Schkopau,Lignite,900.0,51.401111,11.950833
Statkraft KW-Pool,individual,Konventionell,1050.0,14,36.0,1157,Emsland,Natural Gas,1877.0,52.48027,7.305249999999999
Statkraft KW-Pool,individual,Konventionell,1050.0,15,35.7,9263,Altbach Chp,Hard Coal,783.0,48.717185,9.37079
Statkraft KW-Pool,individual,Konventionell,1050.0,16,35.0,318,Heilbronn,Hard Coal,1028.0,49.17505666666667,9.207873333333334
Statkraft KW-Pool,individual,Konventionell,1050.0,17,35.0,1083,Grosskraftwerk Mannheim,Hard Coal,1983.0,49.446975,8.492516
Statkraft KW-Pool,individual,Konventionell,1050.0,18,33.3,314,Rheinhafen Dampfkraftwerk,Hard Coal,1351.0,49.01274,8.304255000000001
Statkraft KW-Pool,individual,Konventionell,1050.0,19,32.7,697,Moorburg,Hard Coal,1600.0,53.487504,9.949603
Statkraft KW-Pool,individual,Konventionell,1050.0,20,32.3,268,Schwarze Pumpe,Lignite,1510.0,51.531359,14.348723
EGC KW-Pool,individual,Konventionell,313.0,1,43.2,3228,Swd Kwl Gte,Natural Gas,826.4,51.222827,6.731094
EGC KW-Pool,individual,Konventionell,313.0,2,40.9,261,Trianel Kohlekraftwerk Lunen,Hard Coal,746.0,51.612,7.464
EGC KW-Pool,individual,Konventionell,313.0,3,40.7,1282,Werdohl Elverlingsen,Hard Coal,530.0,51.275736,7.707286
EGC KW-Pool,individual,Konventionell,313.0,4,40.0,257,Zolling,Hard Coal,472.0,48.455489,11.796122
EGC KW-Pool,individual,Konventionell,313.0,5,40.0,323,Boxberg,Lignite,2470.0,51.41333425,14.563203
EGC KW-Pool,individual,Konventionell,313.0,6,40.0,165502,Voelklingen Fenne Model,Hard Coal,233.0,49.2491,6.879
EGC KW-Pool,individual,Konventionell,313.0,7,37.9,2681,Kiel Phase,Hard Coal,354.0,54.338671,10.176885
EGC KW-Pool,individual,Konventionell,313.0,8,36.4,8628,Hagen Kabel,Natural Gas,247.0,51.412889,7.487861
EGC KW-Pool,individual,Konventionell,313.0,9,36.0,319,Kng Rostock,Hard Coal,514.0,54.14065,12.13102
EGC KW-Pool,individual,Konventionell,313.0,10,36.0,322,Bexbach,Hard Coal,726.0,49.36139,7.237308
EGC KW-Pool,individual,Konventionell,313.0,11,36.0,719,Cuno Herdecke Bhkw,Natural Gas,423.03,51.4036245,7.41565025
EGC KW-Pool,individual,Konventionell,313.0,12,36.0,1149,West,Hard Coal,277.0,52.4424555,10.762681
EGC KW-Pool,individual,Konventionell,313.0,13,36.0,3297,Jena,Natural Gas,241.875,50.8965754,11.58634
EGC KW-Pool,individual,Konventionell,313.0,14,33.8,3275,Marbach,Oil,735.9,48.927387499999995,9.231165
EGC KW-Pool,individual,Konventionell,313.0,15,33.8,165499,Scholven Buer Scholven,Hard Coal,2220.0,51.6024,7.0099
EGC KW-Pool,individual,Konventionell,313.0,16,32.7,1148,Gud Niehl Rheinenergie,Natural Gas,727.0,50.974163,6.988567666666666
EGC KW-Pool,individual,Konventionell,313.0,17,32.0,1247,Gustav Knepper,Hard Coal,363.9,51.5685,7.349061
EGC KW-Pool,individual,Konventionell,313.0,18,32.0,15373,Hermann Wenzel,Natural Gas,342.0,51.45972,6.73055
EGC KW-Pool,individual,Konventionell,313.0,19,31.6,269,Scholven,Hard Coal,760.0,51.599970000000006,7.00565
EGC KW-Pool,individual,Konventionell,313.0,20,31.6,270,Schkopau,Lignite,900.0,51.401111,11.950833
Waldeck 5,individual,Sonstiges,480.0,1,95.0,29,Waldeck,Hydro,555.0,51.16743333333333,9.046336666666669
Waldeck 5,individual,Sonstiges,480.0,2,85.5,1118,Hamborn,Natural Gas,385.9,51.49151700000001,6.742047
Waldeck 5,individual,Sonstiges,480.0,3,60.0,320,Walsum,Hard Coal,1095.0,51.5274965,6.7131585000000005
Waldeck 5,individual,Sonstiges,480.0,4,57.1,14991,Greifswald 5,Nuclear,440.0,54.1416,13.6634
Waldeck 5,individual,Sonstiges,480.0,5,54.0,23136,Stade,Nuclear,672.0,53.6197,9.5308
Waldeck 5,individual,Sonstiges,480.0,6,54.0,24910,Wedel,Natural Gas,440.0,53.566837,9.725696
Waldeck 5,individual,Sonstiges,480.0,7,51.4,719,Cuno Herdecke Bhkw,Natural Gas,423.03,51.4036245,7.41565025
Waldeck 5,individual,Sonstiges,480.0,8,50.0,315,Janschwalde,Lignite,3000.0,51.835981,14.453465
Waldeck 5,individual,Sonstiges,480.0,9,47.6,14987,Greifswald 1,Nuclear,440.0,54.1416,13.6634
Waldeck 5,individual,Sonstiges,480.0,10,47.6,14988,Greifswald 2,Nuclear,440.0,54.1416,13.6634
Waldeck 5,individual,Sonstiges,480.0,11,47.6,14989,Greifswald 3,Nuclear,440.0,54.1416,13.6634
Waldeck 5,individual,Sonstiges,480.0,12,47.6,14990,Greifswald 4,Nuclear,440.0,54.1416,13.6634
Waldeck 5,individual,Sonstiges,480.0,13,47.1,8669,Lausward Phase,Hard Coal,450.4,51.220831,6.731547
Waldeck 5,individual,Sonstiges,480.0,14,45.6,19286,Neckarwestheim 1,Nuclear,840.0,49.0408,9.1759
Waldeck 5,individual,Sonstiges,480.0,15,45.0,32078,Baltic,Wind,350.6999999999999,54.904974653465345,13.056202386138612
Waldeck 5,individual,Sonstiges,480.0,16,45.0,68754,Gode Wind,Wind,873.2579999999998,54.04279978333333,7.014410708333332
Waldeck 5,individual,Sonstiges,480.0,17,45.0,OPSD-BNA1910,"Vorarlberger Illwerke AG ""Obervermuntwerk II""",Hydro,360.0,46.936523,10.06011
Waldeck 5,individual,Sonstiges,480.0,18,44.4,698,Westfalen,Hard Coal,763.7,51.682608,7.969927
Waldeck 5,individual,Sonstiges,480.0,19,42.8,722,Knapsack,Natural Gas,1326.0,50.858679,6.845286
Waldeck 5,individual,Sonstiges,480.0,20,42.8,3275,Marbach,Oil,735.9,48.927387499999995,9.231165
Kiel,individual,Konventionell,313.0,1,90.0,2681,Kiel Phase,Hard Coal,354.0,54.338671,10.176885
Kiel,individual,Konventionell,313.0,2,67.5,1148,Gud Niehl Rheinenergie,Natural Gas,727.0,50.974163,6.988567666666666
Kiel,individual,Konventionell,313.0,3,60.0,719,Cuno Herdecke Bhkw,Natural Gas,423.03,51.4036245,7.41565025
Kiel,individual,Konventionell,313.0,4,60.0,8628,Hagen Kabel,Natural Gas,247.0,51.412889,7.487861
Kiel,individual,Konventionell,313.0,5,60.0,15373,Hermann Wenzel,Natural Gas,342.0,51.45972,6.73055
Kiel,individual,Konventionell,313.0,6,60.0,165502,Voelklingen Fenne Model,Hard Coal,233.0,49.2491,6.879
Kiel,individual,Konventionell,313.0,7,57.0,261,Trianel Kohlekraftwerk Lunen,Hard Coal,746.0,51.612,7.464
Kiel,individual,Konventionell,313.0,8,57.0,723,Trianel Gaskraftwerk Hamm,Natural Gas,890.0,51.673559,7.9289665
Kiel,individual,Konventionell,313.0,9,57.0,1282,Werdohl Elverlingsen,Hard Coal,530.0,51.275736,7.707286
Kiel,individual,Konventionell,313.0,10,51.4,312,Niederaussem,Lignite,3109.0,50.990677,6.669720000000001
Kiel,individual,Konventionell,313.0,11,51.4,325,Datteln,Hard Coal,1052.0,51.63313,7.34248
Kiel,individual,Konventionell,313.0,12,51.4,742,Wilhelmshaven,Hard Coal,1581.0,53.56808,8.142918
Kiel,individual,Konventionell,313.0,13,51.4,1156,Franken,Natural Gas,823.0,49.42092,11.00767
Kiel,individual,Konventionell,313.0,14,51.4,1247,Gustav Knepper,Hard Coal,363.9,51.5685,7.349061
Kiel,individual,Konventionell,313.0,15,51.4,1280,Veltheim,Hard Coal,520.0,52.190082999999994,8.934485
Kiel,individual,Konventionell,313.0,16,51.4,3205,Wilmersdorf,Oil,276.0,52.479616,13.307836
Kiel,individual,Konventionell,313.0,17,51.4,25002,Wilhelmshaven On,Hard Coal,788.1,53.565866,8.146202
Kiel,individual,Konventionell,313.0,18,51.4,61132,Emden Dampfturbine,Natural Gas,433.0,53.34007,7.207285
Kiel,individual,Konventionell,313.0,19,46.2,720,Huckingen,Natural Gas,606.0,51.371067,6.719111
Kiel,individual,Konventionell,313.0,20,45.0,258,Weissweiler,Lignite,1961.0,50.837339,6.319244
Irsching 5,individual,Konventionell,840.0,1,95.0,721,Irsching,Natural Gas,1722.0,48.767533,11.580019
Irsching 5,individual,Konventionell,840.0,2,48.0,314,Rheinhafen Dampfkraftwerk,Hard Coal,1351.0,49.01274,8.304255000000001
Irsching 5,individual,Konventionell,840.0,3,47.4,165499,Scholven Buer Scholven,Hard Coal,2220.0,51.6024,7.0099
Irsching 5,individual,Konventionell,840.0,4,45.0,264,Weiher,Hard Coal,655.6,49.333966,7.028434
Irsching 5,individual,Konventionell,840.0,5,45.0,1148,Gud Niehl Rheinenergie,Natural Gas,727.0,50.974163,6.988567666666666
Irsching 5,individual,Konventionell,840.0,6,44.4,269,Scholven,Hard Coal,760.0,51.599970000000006,7.00565
Irsching 5,individual,Konventionell,840.0,7,42.8,2568,Mainz,Natural Gas,869.0,50.0264,8.2379
Irsching 5,individual,Konventionell,840.0,8,42.8,3275,Marbach,Oil,735.9,48.927387499999995,9.231165
Irsching 5,individual,Konventionell,840.0,9,42.1,720,Huckingen,Natural Gas,606.0,51.371067,6.719111
Irsching 5,individual,Konventionell,840.0,10,40.0,261,Trianel Kohlekraftwerk Lunen,Hard Coal,746.0,51.612,7.464
Irsching 5,individual,Konventionell,840.0,11,40.0,723,Trianel Gaskraftwerk Hamm,Natural Gas,890.0,51.673559,7.9289665
Irsching 5,individual,Konventionell,840.0,12,38.5,25002,Wilhelmshaven On,Hard Coal,788.1,53.565866,8.146202
Irsching 5,individual,Konventionell,840.0,13,38.0,1117,Gud Herne,Natural Gas,657.0,51.5489,7.18335
Irsching 5,individual,Konventionell,840.0,14,36.4,691,Gersteinwerk,Natural Gas,1388.0,51.67324,7.710467
Irsching 5,individual,Konventionell,840.0,15,36.4,1283,Gersteinwerk,Hard Coal,665.5,51.673532,7.720513
Irsching 5,individual,Konventionell,840.0,16,36.0,722,Knapsack,Natural Gas,1326.0,50.858679,6.845286
Irsching 5,individual,Konventionell,840.0,17,34.8,742,Wilhelmshaven,Hard Coal,1581.0,53.56808,8.142918
Irsching 5,individual,Konventionell,840.0,18,34.2,265,Altbach Deizisau,Hard Coal,756.0,48.718902,9.3713815
Irsching 5,individual,Konventionell,840.0,19,34.2,316,Heyden,Hard Coal,875.0,52.379,8.997
Irsching 5,individual,Konventionell,840.0,20,33.3,268,Schwarze Pumpe,Lignite,1510.0,51.531359,14.348723
Waldeck 6,individual,Sonstiges,490.0,1,95.0,29,Waldeck,Hydro,555.0,51.16743333333333,9.046336666666669
Waldeck 6,individual,Sonstiges,490.0,2,60.0,320,Walsum,Hard Coal,1095.0,51.5274965,6.7131585000000005
Waldeck 6,individual,Sonstiges,490.0,3,54.0,23136,Stade,Nuclear,672.0,53.6197,9.5308
Waldeck 6,individual,Sonstiges,490.0,4,54.0,24910,Wedel,Natural Gas,440.0,53.566837,9.725696
Waldeck 6,individual,Sonstiges,490.0,5,51.4,719,Cuno Herdecke Bhkw,Natural Gas,423.03,51.4036245,7.41565025
Waldeck 6,individual,Sonstiges,490.0,6,50.0,315,Janschwalde,Lignite,3000.0,51.835981,14.453465
Waldeck 6,individual,Sonstiges,490.0,7,47.6,14987,Greifswald 1,Nuclear,440.0,54.1416,13.6634
Waldeck 6,individual,Sonstiges,490.0,8,47.6,14988,Greifswald 2,Nuclear,440.0,54.1416,13.6634
Waldeck 6,individual,Sonstiges,490.0,9,47.6,14989,Greifswald 3,Nuclear,440.0,54.1416,13.6634
Waldeck 6,individual,Sonstiges,490.0,10,47.6,14990,Greifswald 4,Nuclear,440.0,54.1416,13.6634
Waldeck 6,individual,Sonstiges,490.0,11,47.6,14991,Greifswald 5,Nuclear,440.0,54.1416,13.6634
Waldeck 6,individual,Sonstiges,490.0,12,47.1,8669,Lausward Phase,Hard Coal,450.4,51.220831,6.731547
Waldeck 6,individual,Sonstiges,490.0,13,45.6,19286,Neckarwestheim 1,Nuclear,840.0,49.0408,9.1759
Waldeck 6,individual,Sonstiges,490.0,14,45.0,8635,Gt,Natural Gas,381.3,50.027031,8.2409
Waldeck 6,individual,Sonstiges,490.0,15,45.0,32078,Baltic,Wind,350.6999999999999,54.904974653465345,13.056202386138612
Waldeck 6,individual,Sonstiges,490.0,16,45.0,68754,Gode Wind,Wind,873.2579999999998,54.04279978333333,7.014410708333332
Waldeck 6,individual,Sonstiges,490.0,17,45.0,OPSD-BNA1910,"Vorarlberger Illwerke AG ""Obervermuntwerk II""",Hydro,360.0,46.936523,10.06011
Waldeck 6,individual,Sonstiges,490.0,18,44.4,698,Westfalen,Hard Coal,763.7,51.682608,7.969927
Waldeck 6,individual,Sonstiges,490.0,19,42.8,722,Knapsack,Natural Gas,1326.0,50.858679,6.845286
Waldeck 6,individual,Sonstiges,490.0,20,42.8,3275,Marbach,Oil,735.9,48.927387499999995,9.231165
Schkopau,individual,Konventionell,2260.0,1,60.0,165499,Scholven Buer Scholven,Hard Coal,2220.0,51.6024,7.0099
Schkopau,individual,Konventionell,2260.0,2,42.1,315,Janschwalde,Lignite,3000.0,51.835981,14.453465
Schkopau,individual,Konventionell,2260.0,3,37.5,721,Irsching,Natural Gas,1722.0,48.767533,11.580019
Schkopau,individual,Konventionell,2260.0,4,33.8,313,Lippendorf,Lignite,1782.0,51.1769265,12.376704
Schkopau,individual,Konventionell,2260.0,5,33.8,1083,Grosskraftwerk Mannheim,Hard Coal,1983.0,49.446975,8.492516
Schkopau,individual,Konventionell,2260.0,6,26.7,1157,Emsland,Natural Gas,1877.0,52.48027,7.305249999999999
Schkopau,individual,Konventionell,2260.0,7,25.7,312,Niederaussem,Lignite,3109.0,50.990677,6.669720000000001
Schkopau,individual,Konventionell,2260.0,8,25.0,697,Moorburg,Hard Coal,1600.0,53.487504,9.949603
Schkopau,individual,Konventionell,2260.0,9,14.3,1281,Voerde,Hard Coal,2234.0,51.578182,6.683641
Schkopau,individual,Konventionell,2260.0,10,13.3,272,Neurath,Lignite,4211.0,51.037649,6.612286
Schkopau,individual,Konventionell,2260.0,11,13.3,323,Boxberg,Lignite,2470.0,51.41333425,14.563203
Schkopau,individual,Konventionell,2260.0,12,12.5,165496,Mannheim,Hard Coal,2586.0,49.447,8.4925
Schkopau,individual,Konventionell,2260.0,13,11.1,258,Weissweiler,Lignite,1961.0,50.837339,6.319244
EnBW KW-Pool,individual,Sonstiges,1050.0,1,51.4,261,Trianel Kohlekraftwerk Lunen,Hard Coal,746.0,51.612,7.464
EnBW KW-Pool,individual,Sonstiges,1050.0,2,47.5,61237,Enbw He Dreiht,Wind,960.0,54.367431937499994,6.185254984375
EnBW KW-Pool,individual,Sonstiges,1050.0,3,45.0,316,Heyden,Hard Coal,875.0,52.379,8.997
EnBW KW-Pool,individual,Sonstiges,1050.0,4,43.5,3228,Swd Kwl Gte,Natural Gas,826.4,51.222827,6.731094
EnBW KW-Pool,individual,Sonstiges,1050.0,5,40.0,325,Datteln,Hard Coal,1052.0,51.63313,7.34248
EnBW KW-Pool,individual,Sonstiges,1050.0,6,40.0,1156,Franken,Natural Gas,823.0,49.42092,11.00767
EnBW KW-Pool,individual,Sonstiges,1050.0,7,40.0,1157,Emsland,Natural Gas,1877.0,52.48027,7.305249999999999
EnBW KW-Pool,individual,Sonstiges,1050.0,8,40.0,2024,Psw Vianden Luxembourg,Hydro,1291.0,49.9515671281818,6.18003128690909
EnBW KW-Pool,individual,Sonstiges,1050.0,9,37.5,165499,Scholven Buer Scholven,Hard Coal,2220.0,51.6024,7.0099
EnBW KW-Pool,individual,Sonstiges,1050.0,10,36.0,110,Wehr Ms,Hydro,910.0,47.652259,7.925798
EnBW KW-Pool,individual,Sonstiges,1050.0,11,36.0,269,Scholven,Hard Coal,760.0,51.599970000000006,7.00565
EnBW KW-Pool,individual,Sonstiges,1050.0,12,36.0,68754,Gode Wind,Wind,873.2579999999998,54.04279978333333,7.014410708333332
EnBW KW-Pool,individual,Sonstiges,1050.0,13,34.8,3286,Grohnde Kwg,Nuclear,1360.0,52.0352,9.413333
EnBW KW-Pool,individual,Sonstiges,1050.0,14,34.8,3307,Emsland Kke,Nuclear,1336.0,52.472897,7.32414
EnBW KW-Pool,individual,Sonstiges,1050.0,15,34.5,697,Moorburg,Hard Coal,1600.0,53.487504,9.949603
EnBW KW-Pool,individual,Sonstiges,1050.0,16,34.3,313,Lippendorf,Lignite,1782.0,51.1769265,12.376704
EnBW KW-Pool,individual,Sonstiges,1050.0,17,34.2,3230,Swm Sued Gud,Natural Gas,915.4,48.111831124999995,11.5523455
EnBW KW-Pool,individual,Sonstiges,1050.0,18,33.8,3323,Brokdorf Kbr,Nuclear,1410.0,53.85083,9.34472
EnBW KW-Pool,individual,Sonstiges,1050.0,19,33.3,691,Gersteinwerk,Natural Gas,1388.0,51.67324,7.710467
EnBW KW-Pool,individual,Sonstiges,1050.0,20,33.3,OPSD-BNA0466,Hohenwarte 1,Hydro,0.0,50.61433423,11.49212837
Wilhelmshaven,individual,Konventionell,740.0,1,100.0,742,Wilhelmshaven,Hard Coal,1581.0,53.56808,8.142918
Wilhelmshaven,individual,Konventionell,740.0,2,95.0,25002,Wilhelmshaven On,Hard Coal,788.1,53.565866,8.146202
Wilhelmshaven,individual,Konventionell,740.0,3,65.5,264,Weiher,Hard Coal,655.6,49.333966,7.028434
Wilhelmshaven,individual,Konventionell,740.0,4,64.3,269,Scholven,Hard Coal,760.0,51.599970000000006,7.00565
Wilhelmshaven,individual,Konventionell,740.0,5,54.5,698,Westfalen,Hard Coal,763.7,51.682608,7.969927
Wilhelmshaven,individual,Konventionell,740.0,6,54.0,1117,Gud Herne,Natural Gas,657.0,51.5489,7.18335
Wilhelmshaven,individual,Konventionell,740.0,7,51.4,261,Trianel Kohlekraftwerk Lunen,Hard Coal,746.0,51.612,7.464
Wilhelmshaven,individual,Konventionell,740.0,8,51.4,1157,Emsland,Natural Gas,1877.0,52.48027,7.305249999999999
Wilhelmshaven,individual,Konventionell,740.0,9,49.1,316,Heyden,Hard Coal,875.0,52.379,8.997
Wilhelmshaven,individual,Konventionell,740.0,10,49.1,325,Datteln,Hard Coal,1052.0,51.63313,7.34248
Wilhelmshaven,individual,Konventionell,740.0,11,49.1,1156,Franken,Natural Gas,823.0,49.42092,11.00767
Wilhelmshaven,individual,Konventionell,740.0,12,48.0,1085,Mittelsburen,Natural Gas,604.5,53.129563000000005,8.683227
Wilhelmshaven,individual,Konventionell,740.0,13,48.0,1153,Dormagen,Natural Gas,562.0,51.086969,6.818407
Wilhelmshaven,individual,Konventionell,740.0,14,48.0,1280,Veltheim,Hard Coal,520.0,52.190082999999994,8.934485
Wilhelmshaven,individual,Konventionell,740.0,15,47.4,165499,Scholven Buer Scholven,Hard Coal,2220.0,51.6024,7.0099
Wilhelmshaven,individual,Konventionell,740.0,16,47.0,314,Rheinhafen Dampfkraftwerk,Hard Coal,1351.0,49.01274,8.304255000000001
Wilhelmshaven,individual,Konventionell,740.0,17,45.0,1282,Werdohl Elverlingsen,Hard Coal,530.0,51.275736,7.707286
Wilhelmshaven,individual,Konventionell,740.0,18,43.5,258,Weissweiler,Lignite,1961.0,50.837339,6.319244
Wilhelmshaven,individual,Konventionell,740.0,19,41.5,1148,Gud Niehl Rheinenergie,Natural Gas,727.0,50.974163,6.988567666666666
Wilhelmshaven,individual,Konventionell,740.0,20,40.0,320,Walsum,Hard Coal,1095.0,51.5274965,6.7131585000000005
Huntorf,individual,Konventionell,300.0,1,100.0,738,Luftspeicher Gasturbinenkraftwerk Huntorf,Natural Gas,321.0,53.195932,8.388178
Huntorf,individual,Konventionell,300.0,2,60.0,313,Lippendorf,Lignite,1782.0,51.1769265,12.376704
Huntorf,individual,Konventionell,300.0,3,58.8,22272,Schwandorf,Hard Coal,300.0,49.303104,12.077386
Huntorf,individual,Konventionell,300.0,4,57.1,2680,Ensdorf,Hard Coal,430.389,49.29309866666667,6.772334999999999
Huntorf,individual,Konventionell,300.0,5,54.0,724,Frimmersdorf,Lignite,562.0,51.052199,6.578014
Huntorf,individual,Konventionell,300.0,6,54.0,3205,Wilmersdorf,Oil,276.0,52.479616,13.307836
Huntorf,individual,Konventionell,300.0,7,54.0,65167,Fr Generator,Oil,233.65,50.105780213439544,8.645834789624184
Huntorf,individual,Konventionell,300.0,8,51.4,719,Cuno Herdecke Bhkw,Natural Gas,423.03,51.4036245,7.41565025
Huntorf,individual,Konventionell,300.0,9,51.4,1172,Lichterfelde,Natural Gas,300.0,52.423388,13.309598
Huntorf,individual,Konventionell,300.0,10,51.4,17749,Leuna Refinery,Oil,254.5,51.2866,11.9997
Huntorf,individual,Konventionell,300.0,11,48.9,261,Trianel Kohlekraftwerk Lunen,Hard Coal,746.0,51.612,7.464
Huntorf,individual,Konventionell,300.0,12,47.1,123115,Ready Gtkw Lippendorf,Natural Gas,850.0,51.177,12.376
Huntorf,individual,Konventionell,300.0,13,46.2,739,Swm Nord,Natural Gas,333.0,48.180641,11.637754
