BEGINN_DATUM;BEGINN_UHRZEIT;ZEITZONE_VON;ENDE_DATUM;ENDE_UHRZEIT;ZEITZONE_BIS;GRUND_DER_MASSNAHME;RICHTUNG;MITTLERE_LEISTUNG_MW;MAXIMALE_LEISTUNG_MW;GESAMTE_ARBEIT_MWH;ANWEISENDER_UENB;ANFORDERNDER_UENB;BETROFFENE_ANLAGE;PRIMAERENERGIEART
21.09.2023;00:00;CEST;21.09.2023;15:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;415,83;630;6237,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Heyden;Konventionell
21.09.2023;02:00;CEST;21.09.2023;09:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;220;220;1540;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
21.09.2023;04:00;CEST;21.09.2023;16:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;279,47;459;3423,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Zolling 5;Konventionell
21.09.2023;05:00;CEST;21.09.2023;11:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;251,25;430;1507,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
21.09.2023;06:00;CEST;21.09.2023;09:45;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;70;70;262,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Heyden;Konventionell
21.09.2023;08:00;CEST;21.09.2023;13:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;165,9;340;829,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Irsching 3;Konventionell
21.09.2023;08:00;CEST;21.09.2023;16:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;169,69;320;1357,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Heyden;Konventionell
21.09.2023;11:00;CEST;21.09.2023;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;217,92;220;1307,5;TransnetBW;TenneT DE;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
21.09.2023;12:30;CEST;21.09.2023;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;237,78;400;1070;TenneT DE;TenneT DE;Heyden;Konventionell
21.09.2023;20:00;CEST;22.09.2023;00:00;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;181,25;190;725;TenneT DE;TenneT DE;Heyden;Konventionell
22.09.2023;00:00;CEST;22.09.2023;10:15;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;187,32;190;1920;TenneT DE;TenneT DE;Heyden;Konventionell
22.09.2023;18:00;CEST;22.09.2023;19:00;CEST;Testfahrt (KapRes);Wirkleistungseinspeisung reduzieren;18,75;50;18,75;TenneT DE;TenneT DE;Zolling 5;Konventionell
23.09.2023;10:00;CEST;23.09.2023;17:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;188,78;330;1274,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Heyden;Konventionell
23.09.2023;12:00;CEST;23.09.2023;17:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;135,45;200;745;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Zolling 5;Konventionell
23.09.2023;12:00;CEST;23.09.2023;18:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;274,42;453;1646,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Heyden;Konventionell
23.09.2023;16:00;CEST;23.09.2023;18:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;91,56;132;206;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Heyden;Konventionell
23.09.2023;17:00;CEST;23.09.2023;22:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;233,9;282;1169,5;TenneT DE;TenneT DE;Heyden;Konventionell
23.09.2023;21:45;CEST;24.09.2023;00:00;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;181,11;190;407,5;TenneT DE;TenneT DE;Heyden;Konventionell
24.09.2023;00:00;CEST;24.09.2023;09:00;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;186,94;190;1682,5;TenneT DE;TenneT DE;Heyden;Konventionell
24.09.2023;15:00;CEST;25.09.2023;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;376,67;490;3390;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
24.09.2023;19:00;CEST;25.09.2023;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;394,05;456;1970,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Heyden;Konventionell
24.09.2023;20:45;CEST;24.09.2023;23:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;90;100;225;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 6 und 8;Konventionell
24.09.2023;23:00;CEST;25.09.2023;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;152,5;200;152,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
25.09.2023;00:00;CEST;25.09.2023;07:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;291,96;400;2043,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Heyden;Konventionell
25.09.2023;00:00;CEST;25.09.2023;16:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;362,34;490;5797,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
25.09.2023;05:00;CEST;25.09.2023;18:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;112,53;272;1125,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Zolling 5;Konventionell
25.09.2023;07:00;CEST;25.09.2023;16:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;194,59;250;1800;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Heyden;Konventionell
25.09.2023;08:00;CEST;25.09.2023;09:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;135;200;202,5;TransnetBW;TenneT DE;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
25.09.2023;09:00;CEST;25.09.2023;11:45;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;143,64;200;395;TenneT DE;TenneT DE;Heyden;Konventionell
25.09.2023;12:15;CEST;25.09.2023;15:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;93,08;100;302,5;TransnetBW;TenneT DE;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
25.09.2023;17:00;CEST;25.09.2023;17:45;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;33,33;40;25;TransnetBW;TenneT DE;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
27.09.2023;06:30;CEST;27.09.2023;09:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;134,09;170;368,75;TenneT DE;TenneT DE;Farge;Konventionell
27.09.2023;09:00;CEST;27.09.2023;13:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;216;350;970;Amprion;TenneT DE;Weiher C;Konventionell
27.09.2023;09:30;CEST;27.09.2023;14:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;224,74;300;1067,5;TenneT DE;TenneT DE;Heyden;Konventionell
27.09.2023;09:45;CEST;27.09.2023;12:45;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;62;100;185;Amprion;TenneT DE;VOELKLINGEN_HKV;Konventionell
27.09.2023;10:00;CEST;27.09.2023;12:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;135;188;337;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;BERGKAMEN_A;Konventionell
27.09.2023;10:00;CEST;27.09.2023;12:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;280;350;700;TenneT DE;TenneT DE;Mehrum;Konventionell
27.09.2023;10:15;CEST;27.09.2023;12:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;43,33;90;32,5;TransnetBW;TenneT DE;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
27.09.2023;10:30;CEST;27.09.2023;12:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;147,5;200;295;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Heyden;Konventionell
27.09.2023;10:45;CEST;27.09.2023;12:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;88,33;100;132,5;TransnetBW;TenneT DE;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
27.09.2023;20:45;CEST;28.09.2023;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;443,08;623;1440;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Heyden;Konventionell
27.09.2023;21:00;CEST;28.09.2023;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;6;6;18;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Stralsund BHKW+P2H;Konventionell
28.09.2023;00:00;CEST;28.09.2023;15:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;268,76;490;4165,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Heyden;Konventionell
28.09.2023;01:00;CEST;28.09.2023;11:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;153;275;1374;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;BERGKAMEN_A;Konventionell
28.09.2023;15:00;CEST;28.09.2023;15:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;27;27;6,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Reisach 1;Sonstiges
28.09.2023;15:00;CEST;28.09.2023;15:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;27;27;6,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Reisach 2;Sonstiges
28.09.2023;15:00;CEST;28.09.2023;15:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;27;27;6,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Reisach 3;Sonstiges
29.09.2023;16:00;CEST;29.09.2023;22:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;366,92;465;2385;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Heyden;Konventionell
29.09.2023;16:00;CEST;30.09.2023;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;507;600;4060;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Weiher C;Konventionell
29.09.2023;17:00;CEST;29.09.2023;23:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;30,76;89;161,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 6 und 8;Konventionell
29.09.2023;22:15;CEST;30.09.2023;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;236,43;410;413,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Zolling 5;Konventionell
29.09.2023;22:45;CEST;30.09.2023;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;223;286;278;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_D;Konventionell
29.09.2023;23:00;CEST;30.09.2023;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;150;181;150;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Weiher C;Konventionell
29.09.2023;23:45;CEST;30.09.2023;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;16;16;4;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_D;Konventionell
30.09.2023;00:00;CEST;30.09.2023;06:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;275;280;1718;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_D;Konventionell
30.09.2023;00:00;CEST;30.09.2023;07:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;230;460;1610;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Zolling 5;Konventionell
30.09.2023;00:00;CEST;30.09.2023;15:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;163;200;940;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Weiher C;Konventionell
30.09.2023;00:00;CEST;30.09.2023;16:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;328;600;5248;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Weiher C;Konventionell
30.09.2023;00:00;CEST;01.10.2023;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;293;400;7032;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_D;Konventionell
30.09.2023;07:00;CEST;30.09.2023;17:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;96,34;100;987,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Zolling 5;Konventionell
30.09.2023;11:00;CEST;30.09.2023;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;161;320;968;Amprion;TenneT DE;Weiher C;Konventionell
30.09.2023;12:15;CEST;30.09.2023;14:45;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;80;80;200;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_D;Konventionell
30.09.2023;18:00;CEST;30.09.2023;21:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;10;10;30;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Stralsund BHKW+P2H;Konventionell
01.10.2023;00:00;CEST;01.10.2023;08:00;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;201,56;300;1612,5;TenneT DE;TenneT DE;Heyden;Konventionell
01.10.2023;00:00;CEST;01.10.2023;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;280;280;4760;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_D;Konventionell
01.10.2023;21:00;CEST;02.10.2023;00:00;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;220,83;300;662,5;TenneT DE;TenneT DE;Heyden;Konventionell
02.10.2023;00:00;CEST;02.10.2023;14:30;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;190;190;2755;TenneT DE;TenneT DE;Heyden;Konventionell
03.10.2023;00:00;CEST;04.10.2023;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;315;600;7557;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_D;Konventionell
03.10.2023;07:00;CEST;04.10.2023;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;40;40;360;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 6 und 8;Konventionell
03.10.2023;07:00;CEST;04.10.2023;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;124;220;1366;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_D;Konventionell
03.10.2023;15:00;CEST;04.10.2023;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;400,56;460;3605;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Zolling 5;Konventionell
03.10.2023;16:45;CEST;04.10.2023;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;327,66;489;2375,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
03.10.2023;17:45;CEST;03.10.2023;23:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;64,9;70;340,75;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 6 und 8;Konventionell
03.10.2023;18:30;CEST;04.10.2023;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;141,33;200;636;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
04.10.2023;00:00;CEST;04.10.2023;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;226,79;420;3175;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
04.10.2023;00:00;CEST;04.10.2023;23:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;140,58;390;913,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Zolling 5;Konventionell
04.10.2023;00:00;CEST;05.10.2023;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;86,09;90;2066,25;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 6 und 8;Konventionell
04.10.2023;00:00;CEST;05.10.2023;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;381;580;9139;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_D;Konventionell
04.10.2023;00:00;CEST;05.10.2023;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;322,27;490;5398;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
04.10.2023;00:00;CEST;05.10.2023;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;260,29;460;4555;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Zolling 5;Konventionell
04.10.2023;01:45;CEST;04.10.2023;15:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;128,04;213;1696,5;TenneT DE;50Hertz;Zolling 5;Konventionell
04.10.2023;02:15;CEST;04.10.2023;04:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;19,86;28;34,75;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 6 und 8;Konventionell
04.10.2023;05:00;CEST;04.10.2023;06:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;106;118;106;TransnetBW;50Hertz;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
04.10.2023;06:00;CEST;04.10.2023;08:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;57,88;118;115,75;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
04.10.2023;06:45;CEST;05.10.2023;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;248;250;4270;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Weiher C;Konventionell
04.10.2023;10:45;CEST;04.10.2023;14:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;226;350;790;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Weiher C;Konventionell
04.10.2023;11:00;CEST;04.10.2023;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;180,42;200;1082,5;TransnetBW;TenneT DE;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
05.10.2023;00:00;CEST;05.10.2023;02:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;228;360;570;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Zolling 5;Konventionell
05.10.2023;00:00;CEST;05.10.2023;12:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;443;450;5428;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Weiher C;Konventionell
05.10.2023;00:00;CEST;05.10.2023;13:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;433,12;490;5630,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
05.10.2023;00:00;CEST;05.10.2023;15:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;547;580;8202;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_D;Konventionell
05.10.2023;00:00;CEST;05.10.2023;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;71,62;90;1038,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 6 und 8;Konventionell
05.10.2023;05:00;CEST;05.10.2023;06:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;10;10;10;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Stralsund BHKW+P2H;Konventionell
05.10.2023;06:00;CEST;05.10.2023;10:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;87,5;140;350;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
05.10.2023;06:00;CEST;05.10.2023;12:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;140;179;875;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Weiher C;Konventionell
05.10.2023;07:00;CEST;05.10.2023;13:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;80,67;92;242;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
05.10.2023;12:00;CEST;05.10.2023;13:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;126,67;190;190;TransnetBW;TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
05.10.2023;13:00;CEST;05.10.2023;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;272,5;300;272,5;TransnetBW;TenneT DE;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
05.10.2023;23:30;CEST;06.10.2023;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;102;144;51;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Zolling 5;Konventionell
06.10.2023;00:00;CEST;06.10.2023;09:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;201,5;330;1914,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Zolling 5;Konventionell
06.10.2023;00:00;CEST;07.10.2023;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;415;580;8913;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_E;Konventionell
06.10.2023;02:00;CEST;06.10.2023;18:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;123,93;216;1797;TenneT DE;TenneT DE;Zolling 5;Konventionell
06.10.2023;07:45;CEST;06.10.2023;17:30;CEST;Strombedingter Countertrade DE-DK1;Wirkleistungseinspeisung erhöhen;84,62;90;825;TransnetBW;TenneT DE;Grosskraftwerk Mannheim Block 6 und 8;Konventionell
06.10.2023;12:00;CEST;07.10.2023;00:00;CEST;Strombedingter Countertrade DE-DK1;Wirkleistungseinspeisung erhöhen;233,35;340;2333,5;TenneT DE;TenneT DE;Zolling 5;Konventionell
06.10.2023;17:00;CEST;07.10.2023;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;156,43;170;1095;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 6 und 8;Konventionell
06.10.2023;17:30;CEST;07.10.2023;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;140,65;200;914,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Zolling 5;Konventionell
07.10.2023;00:00;CEST;07.10.2023;07:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;88,28;90;640;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 6 und 8;Konventionell
07.10.2023;00:00;CEST;07.10.2023;08:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;188,42;458;1554,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Zolling 5;Konventionell
07.10.2023;00:00;CEST;08.10.2023;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;329;580;7890;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_E;Konventionell
07.10.2023;01:00;CEST;07.10.2023;04:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;74,83;136;224,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Zolling 5;Konventionell
07.10.2023;23:15;CEST;08.10.2023;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;146;216;110;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_E;Konventionell
08.10.2023;00:00;CEST;08.10.2023;06:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;546;580;3274;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_E;Konventionell
08.10.2023;03:45;CEST;08.10.2023;04:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;50;50;12,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Reisach 2;Sonstiges
08.10.2023;03:45;CEST;08.10.2023;04:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;50;50;12,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Reisach 3;Sonstiges
09.10.2023;08:30;CEST;09.10.2023;11:45;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;64,08;80;208,25;TransnetBW;TenneT DE & Amprion;Grosskraftwerk Mannheim Block 6 und 8;Konventionell
10.10.2023;09:45;CEST;10.10.2023;10:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;50;91;25;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
10.10.2023;17:00;CEST;10.10.2023;17:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;150;150;75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Mehrum;Konventionell
10.10.2023;17:00;CEST;10.10.2023;17:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;60;60;30;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Zolling 5;Konventionell
10.10.2023;18:00;CEST;11.10.2023;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;168,54;300;1011,25;TenneT DE;TenneT DE & Amprion;Zolling 5;Konventionell
