BEGINN_DATUM;BEGINN_UHRZEIT;ZEITZONE_VON;ENDE_DATUM;ENDE_UHRZEIT;ZEITZONE_BIS;GRUND_DER_MASSNAHME;RICHTUNG;MITTLERE_LEISTUNG_MW;MAXIMALE_LEISTUNG_MW;GESAMTE_ARBEIT_MWH;ANWEISENDER_UENB;ANFORDERNDER_UENB;BETROFFENE_ANLAGE;PRIMAERENERGIEART
02.01.2021;22:00;CET;03.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;175;280;350;TransnetBW;Amprion;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
02.01.2021;23:15;CET;03.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;40;70;30;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;VOELKLINGEN_MKV;Konventionell
03.01.2021;00:00;CET;03.01.2021;02:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;95;200;190;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_D;Konventionell
03.01.2021;00:00;CET;03.01.2021;02:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;77;100;193;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NIEDERAUSSEM_C;Konventionell
03.01.2021;00:00;CET;03.01.2021;03:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;193;360;580;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_E;Konventionell
03.01.2021;00:00;CET;03.01.2021;07:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;300;300;2100;TransnetBW;Amprion;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
03.01.2021;00:00;CET;03.01.2021;23:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;118,35;300;1361;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Grohnde;Konventionell
03.01.2021;00:00;CET;03.01.2021;23:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;123,51;239;1574,75;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
03.01.2021;00:00;CET;03.01.2021;23:45;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;63;95;720;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;VOELKLINGEN_MKV;Konventionell
03.01.2021;00:00;CET;04.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;145,52;200;2182,75;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim;Konventionell
03.01.2021;00:30;CET;03.01.2021;07:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;161,54;300;1050;TenneT DE;Amprion;Brokdorf;Konventionell
03.01.2021;01:30;CET;03.01.2021;02:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;60;70;30;Amprion;Amprion;NEURATH_D;Konventionell
03.01.2021;03:45;CET;03.01.2021;07:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;85,85;150;279;TenneT DE;Amprion;Grohnde;Konventionell
03.01.2021;05:00;CET;04.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;280,45;300;5328,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Brokdorf;Konventionell
03.01.2021;05:45;CET;03.01.2021;08:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;90;100;225;TenneT DE;APG;Grohnde;Konventionell
03.01.2021;07:00;CET;04.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;231;300;3927;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Grohnde;Konventionell
03.01.2021;07:00;CET;04.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;193,97;300;3297,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
03.01.2021;07:30;CET;03.01.2021;21:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;65;80;390;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;VOELKLINGEN_MKV;Konventionell
03.01.2021;07:45;CET;03.01.2021;10:00;CET;Strombedingter Countertrade DE-DK1;Wirkleistungseinspeisung reduzieren;65,11;84;146,5;TenneT DE;TenneT DE;Brokdorf;Konventionell
03.01.2021;07:45;CET;03.01.2021;10:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;114,67;150;258;TenneT DE;TenneT DE;Grohnde;Konventionell
03.01.2021;20:30;CET;04.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;37,27;55;102,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Walheim Block 1;Konventionell
03.01.2021;22:00;CET;04.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;126;230;252;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;WEIHER_C;Konventionell
03.01.2021;22:30;CET;04.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;117;230;175;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;BEXBACH_1;Konventionell
03.01.2021;23:00;CET;04.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;190;250;190;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Grohnde;Konventionell
03.01.2021;23:00;CET;04.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;166;220;166;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_D;Konventionell
04.01.2021;00:00;CET;04.01.2021;01:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;190;250;238;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_D;Konventionell
04.01.2021;00:00;CET;04.01.2021;05:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;80;80;400;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Grohnde;Konventionell
04.01.2021;00:00;CET;04.01.2021;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;233,33;300;1400;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Grohnde;Konventionell
04.01.2021;00:00;CET;04.01.2021;07:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;250;250;1750;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;BEXBACH_1;Konventionell
04.01.2021;00:00;CET;04.01.2021;07:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;250;250;1750;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;WEIHER_C;Konventionell
04.01.2021;00:00;CET;04.01.2021;09:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;266,67;300;2400;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Brokdorf;Konventionell
04.01.2021;00:00;CET;04.01.2021;09:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;73,75;80;663,75;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Walheim Block 1;Konventionell
04.01.2021;00:00;CET;05.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;316,38;490;7593;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
04.01.2021;05:00;CET;04.01.2021;17:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;105,33;180;948;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
04.01.2021;06:00;CET;05.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;339;480;6097;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;BEXBACH_1;Konventionell
04.01.2021;06:00;CET;05.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;300;300;5400;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Grohnde;Konventionell
04.01.2021;06:15;CET;04.01.2021;08:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;72,22;120;162,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
04.01.2021;06:15;CET;04.01.2021;21:45;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;146,4;190;1830;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Farge;Konventionell
04.01.2021;07:00;CET;05.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;279,53;300;4752;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Brokdorf;Konventionell
04.01.2021;07:15;CET;05.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;82;110;1276;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;VOELKLINGEN_MKV;Konventionell
04.01.2021;12:00;CET;04.01.2021;17:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;170;190;850;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Farge;Konventionell
04.01.2021;13:00;CET;04.01.2021;14:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;10;10;10;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim;Konventionell
05.01.2021;00:00;CET;05.01.2021;09:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;180,5;300;1624,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Brokdorf;Konventionell
05.01.2021;00:00;CET;06.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;133,04;300;1496,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Grohnde;Konventionell
05.01.2021;00:00;CET;06.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;320,76;490;7698,25;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
05.01.2021;00:00;CET;06.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;106;143;633;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;VOELKLINGEN_MKV;Konventionell
05.01.2021;02:00;CET;06.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;243,9;300;5365,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Grohnde;Konventionell
05.01.2021;04:00;CET;06.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;157,14;250;2750;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
05.01.2021;04:30;CET;06.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;497,41;737;9699,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Wilhelmshaven (Uniper);Konventionell
05.01.2021;05:00;CET;05.01.2021;23:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;67,79;100;406,75;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim;Konventionell
05.01.2021;06:45;CET;05.01.2021;21:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;180,03;190;2610,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Farge;Konventionell
05.01.2021;07:00;CET;05.01.2021;19:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;122,64;183;674,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Staudinger 5;Konventionell
05.01.2021;07:00;CET;05.01.2021;23:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;74,29;100;520;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Mehrum;Konventionell
05.01.2021;07:45;CET;05.01.2021;21:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;182,47;351;1642,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Wilhelmshaven (Uniper);Konventionell
05.01.2021;08:00;CET;05.01.2021;16:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;55,62;94;472,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Staudinger 5;Konventionell
05.01.2021;20:45;CET;06.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;240;250;781;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;BEXBACH_1;Konventionell
06.01.2021;00:00;CET;06.01.2021;01:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;150;250;187,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Grohnde;Konventionell
06.01.2021;00:00;CET;06.01.2021;04:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;140;140;560;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_E;Konventionell
06.01.2021;00:00;CET;06.01.2021;04:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;261,81;400;1047,25;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
06.01.2021;00:00;CET;06.01.2021;04:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;228,19;340;912,75;TransnetBW;Amprion;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
06.01.2021;00:00;CET;06.01.2021;07:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;132;143;926;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;VOELKLINGEN_HKV;Konventionell
06.01.2021;00:00;CET;07.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;250;250;6000;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;BEXBACH_1;Konventionell
06.01.2021;04:00;CET;06.01.2021;05:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;140;140;140;Amprion;Amprion;NEURATH_E;Konventionell
06.01.2021;04:00;CET;06.01.2021;07:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;133,33;200;400;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Grohnde;Konventionell
06.01.2021;04:00;CET;06.01.2021;08:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;385,63;490;1542,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
07.01.2021;00:00;CET;07.01.2021;08:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;250;250;2000;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;BEXBACH_1;Konventionell
07.01.2021;01:15;CET;07.01.2021;06:45;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;262,05;315;1441,25;TransnetBW;Amprion;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
07.01.2021;01:45;CET;07.01.2021;07:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;239;250;1312;Amprion;Amprion;BEXBACH_1;Konventionell
07.01.2021;08:00;CET;07.01.2021;17:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;212;250;1910;Amprion;APG;BEXBACH_1;Konventionell
07.01.2021;10:00;CET;07.01.2021;14:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;113;200;340;Amprion;APG;BEXBACH_1;Konventionell
07.01.2021;17:00;CET;08.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;250;250;1750;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;BEXBACH_1;Konventionell
08.01.2021;00:00;CET;08.01.2021;08:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;250;250;2000;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;BEXBACH_1;Konventionell
08.01.2021;02:45;CET;08.01.2021;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;196,15;300;637,5;TransnetBW;Amprion & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
08.01.2021;08:00;CET;08.01.2021;11:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;250;250;750;Amprion;APG;BEXBACH_1;Konventionell
08.01.2021;19:30;CET;09.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;54,72;75;246,25;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Walheim Block 1;Konventionell
08.01.2021;21:45;CET;09.01.2021;00:00;CET;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;197,78;300;445;TenneT DE;TenneT DE;ReserveKW Heyden;Konventionell
09.01.2021;00:00;CET;09.01.2021;07:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;75,54;80;528,75;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Walheim Block 1;Konventionell
09.01.2021;00:00;CET;09.01.2021;08:15;CET;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;186,97;190;1542,5;TenneT DE;TenneT DE;ReserveKW Heyden;Konventionell
09.01.2021;01:15;CET;09.01.2021;07:45;CET;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;211,08;230;1372;TenneT DE;TenneT DE;Staudinger 5;Konventionell
09.01.2021;02:45;CET;09.01.2021;07:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;117,06;250;497,5;TransnetBW;Amprion & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
09.01.2021;04:00;CET;10.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;238,67;470;1432;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
09.01.2021;07:00;CET;10.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;85,5;105;171;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim;Konventionell
09.01.2021;16:15;CET;10.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;65,32;80;506,25;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Walheim Block 1;Konventionell
09.01.2021;17:00;CET;10.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;143,93;240;1007,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Brokdorf;Konventionell
09.01.2021;20:45;CET;10.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;254,08;374;825,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Grohnde;Konventionell
09.01.2021;22:00;CET;10.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;74;110;147;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;VOELKLINGEN_HKV;Konventionell
09.01.2021;22:00;CET;10.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;92;130;185;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;VOELKLINGEN_MKV;Konventionell
09.01.2021;23:00;CET;10.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;190;250;190;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;BEXBACH_1;Konventionell
10.01.2021;00:00;CET;10.01.2021;00:45;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;50;80;38;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;VOELKLINGEN_HKV;Konventionell
10.01.2021;00:00;CET;10.01.2021;01:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;55;100;55;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;VOELKLINGEN_MKV;Konventionell
10.01.2021;00:00;CET;10.01.2021;01:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;246;400;307,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
10.01.2021;00:00;CET;10.01.2021;01:45;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;180;330;315;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Grohnde;Konventionell
10.01.2021;00:00;CET;10.01.2021;18:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;250;250;4500;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;BEXBACH_1;Konventionell
10.01.2021;00:00;CET;10.01.2021;18:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;78,26;80;1408,75;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Walheim Block 1;Konventionell
10.01.2021;00:00;CET;10.01.2021;18:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;236,96;245;4383,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Brokdorf;Konventionell
10.01.2021;10:15;CET;10.01.2021;12:45;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;90;90;225;TenneT DE;TenneT DE;Mehrum;Konventionell
10.01.2021;14:15;CET;11.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;220;230;2148;Amprion;TenneT DE & Amprion;BEXBACH_1;Konventionell
10.01.2021;14:15;CET;11.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;162;180;1580;Amprion;TenneT DE & Amprion;HERNE_4;Konventionell
10.01.2021;14:15;CET;11.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;55;70;538;Amprion;TenneT DE & Amprion;VOELKLINGEN_HKV;Konventionell
10.01.2021;18:00;CET;11.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;250;250;1500;Amprion;Amprion;BEXBACH_1;Konventionell
10.01.2021;18:00;CET;11.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;216;300;1298;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_E;Konventionell
10.01.2021;18:00;CET;11.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;314,58;400;1887,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
10.01.2021;23:00;CET;11.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;125;200;125;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Brokdorf;Konventionell
10.01.2021;23:00;CET;11.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;102,5;120;102,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
11.01.2021;00:00;CET;11.01.2021;00:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;50;50;12;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_E;Konventionell
11.01.2021;00:00;CET;11.01.2021;01:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;70;130;70;Amprion;TenneT DE & Amprion;HERNE_4;Konventionell
11.01.2021;00:00;CET;11.01.2021;04:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;148;250;594;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;BEXBACH_1;Konventionell
11.01.2021;00:00;CET;11.01.2021;17:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;250;250;4250;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;BEXBACH_1;Konventionell
11.01.2021;00:00;CET;11.01.2021;17:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;250;250;4250;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Brokdorf;Konventionell
11.01.2021;00:00;CET;11.01.2021;21:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;133;135;2798;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;EMSLAND_DTC0;Konventionell
11.01.2021;00:00;CET;11.01.2021;23:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;345,04;475;7936;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
11.01.2021;00:00;CET;12.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;210,53;475;3158;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
11.01.2021;00:15;CET;11.01.2021;16:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;72,22;75;1137,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Brokdorf;Konventionell
11.01.2021;02:00;CET;11.01.2021;03:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;44;44;44;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;HERNE_4;Konventionell
11.01.2021;07:00;CET;11.01.2021;21:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;165;210;2394;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;EMSLAND_DTC0;Konventionell
11.01.2021;08:45;CET;11.01.2021;15:00;CET;Probestart (NetzRes);Wirkleistungseinspeisung erhöhen;15;25;38;Amprion;Amprion;GTKW-DA-GT11;Konventionell
11.01.2021;11:00;CET;11.01.2021;22:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;133,93;199;937,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim;Konventionell
11.01.2021;11:00;CET;11.01.2021;23:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;212,22;300;2652,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Grohnde;Konventionell
11.01.2021;12:00;CET;11.01.2021;21:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;329;464;3045;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_D;Konventionell
11.01.2021;16:00;CET;12.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;279,06;325;2232,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Brokdorf;Konventionell
11.01.2021;19:15;CET;12.01.2021;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;350;350;1662,5;TenneT DE;TenneT DE;Staudinger 5;Konventionell
