mastr_id,Anzeigename,norm_name,Energietraeger,Nettonennleistung_MW,Postleitzahl,Ort
SEE911430024132,KW Wyhlen Francis 08,kw wyhlen francis 08,Wasser,2.166,79639,Grenzach-Wyhlen
SEE921196877927,KW Wyhlen Francis 06,kw wyhlen francis 06,Wasser,2.166,79639,Grenzach-Wyhlen
SEE921830733190,BMHKW Malchin DT,bmhkw malchin dt,Biomasse,10.626,17139,Malchin
SEE909339504022,SSW-VT,ssw-vt,Steinkohle,6.14,59821,Arnsberg
SEE910823411191,Werk 1.1 KWK 1,werk 1 1 kwk 1,Erdgas,4.5,80809,München
SEE909553236495,Turbine Pronsfeld,turbine pronsfeld,Erdgas,12.255,54597,Pronsfeld
SEE912351283974,Kraftwerk Braunau-Simbach MS2,kraftwerk braunau-simbach ms2,Wasser,25.6,84375,Kirchdorf
SEE915289541482,HKW West Block 3,hkw west block 3,Steinkohle,61.5,60327,Frankfurt
SEE915426748132,Block 6 Merkenich RheinEnergie,block 6 merkenich rheinenergie,Braunkohle,75.3,50769,Köln
SEE919412154723,Dingolfing K2,dingolfing k2,Wasser,5.0,84130,Dingolfing
SEE919939073064,GT 31 GuD Süd Wolfsburg,gt 31 gud süd wolfsburg,Erdgas,49.4,38440,Wolfsburg
SEE902238950303,IPH Strom GT1,iph strom gt1,Erdgas,9.9,65929,Frankfurt
SEE902382668932,PSW Hohenwarte 2 PSS B,psw hohenwarte 2 pss b,Pumpspeicher,39.7,07338,Hohenwarte
SEE907276435515,BMKW Mannheim,bmkw mannheim,Biomasse,16.1,68169,Mannheim
SEE921098709050,Emsland C GT1,emsland c gt1,Erdgas,58.0,49808,Lingen
SEE922395631839,Block1,block1,Sonstige Energietraeger (nicht erneuerbar),97.0,38239,Salzgitter
SEE900291433160,Hybridspeicher AU,hybridspeicher au,Batteriespeicher,16.0,87477,Sulzberg
SEE900403199748,Heizkraftwerk Halle-Trotha - Dampfturbine,heizkraftwerk halle-trotha - dampfturbine,Erdgas,12.1585,06118,Halle
SEE900957573537,KT1,kt1,Waerme,20.0,06237,Leuna
SEE902215081075,M_01,m_01,Erdgas,1.993,53474,Bad Neuenahr-Ahrweiler
SEE904887370686,DT1,dt1,Waerme,8.7,06237,Leuna
SEE915098640406,ZI TR GT2,zi tr gt2,Erdgas,5.5,39326,Zielitz
SEE912764206645,HKW - GuD1,hkw - gud1,Erdgas,12.405,91052,Erlangen
SEE922849915072,MVA Hamm Turbine 1,mva hamm turbine 1,Abfall,6.6,59075,Hamm
SEE926614659772,BMHKW,bmhkw,Biomasse,20.8,49824,Emlichheim
SEE900100287427,GT2,gt2,Erdgas,6.41,67547,Worms
SEE907943989181,KW Nußdorf MS1 (im Besitz von Innwerk und ÖBK),kw nußdorf ms1,Wasser,26.5,83131,Nußdorf
SEE912440649056,Euskirchen Generator 3,euskirchen generator 3,Braunkohle,1.133,53879,Euskirchen
SEE934927915690,Rheinhafen- Dampfkraftwerk RDK 4S GT,rheinhafen- dampfkraftwerk rdk 4s gt,Erdgas,239.0,76189,Karlsruhe
SEE935086224739,Heizkraftwerk Heilbronn HLB 6,heizkraftwerk heilbronn hlb 6,Steinkohle,125.0,74076,Heilbronn
SEE935359739632,Merching K(Ro)3,merching k 3,Wasser,4.0,86504,Merching
SEE936196276359,Heizkraftwerk Leipzig Nord GT82,heizkraftwerk leipzig nord gt82,Erdgas,64.603,04105,Leipzig
SEE929808661773,SEDE607510036,sede607510036,Erdgas,4.472,07546,Gera
SEE930596800480,Gasturbinenkraftwerk Ahrensfelde GT A,gasturbinenkraftwerk ahrensfelde gt a,Erdgas,37.104,16356,Ahrensfelde
SEE932109633288,Schwabstadl K(Ro)1,schwabstadl k 1,Wasser,4.0,86937,Scheuring
SEE943600523558,BES NM,bes nm,Batteriespeicher,24.5,24536,Neumünster
SEE916683222854,UER L57 M3,uer l57 m3,Steinkohle,7.225,47829,Krefeld
SEE920332685334,PASM Großspeicher Hannover I (Intillion),pasm großspeicher hannover i,Batteriespeicher,5.4,30625,Hannover
SEE920872442510,Detzem Maschine 3,detzem maschine 3,Wasser,6.0,54340,Detzem
SEE923401813959,GuD Lichterfelde Gasturbine,gud lichterfelde gasturbine,Erdgas,185.0,12207,Berlin
SEE935397901879,Turbine 21,turbine 21,Sonstige Energietraeger (nicht erneuerbar),15.5,50769,Köln
SEE937978171572,Turbine 2,turbine 2,Abfall,3.4,58636,Iserlohn
SEE940200876787,BHKW Hastedt Motor 08,bhkw hastedt motor 08,Erdgas,11.6794,28207,Bremen
SEE941548257580,Kraftwerk Gars MS5,kraftwerk gars ms5,Wasser,5.0,83536,Gars
SEE942019110397,HKW Sandreuth (GT2),hkw sandreuth,Erdgas,53.0,90441,Nürnberg
SEE943841929270,AHKW HD Turbine,ahkw hd turbine,Abfall,7.97,86167,Augsburg
SEE946412220059,RKI Iffezheim M5,rki iffezheim m5,Wasser,38.85,76473,Iffezheim
SEE903153060207,Dampfturbine9,dampfturbine9,Erdgas,18.339,79108,Freiburg
SEE904677108444,Linie 1 (Kessel 5_Turbine 1)_Komplex 04-01/04,linie 1 _komplex 04-01 04,Biomasse,3.44,72531,Hohenstein
SEE907064154956,Kraftwerk HA GT1,kraftwerk ha gt1,Erdgas,5.67,36269,Philippsthal
SEE914513090444,Wintrich Maschine 1,wintrich maschine 1,Wasser,5.0,54487,Wintrich
SEE915108754215,Kraftwerk Basell Wesseling,kraftwerk basell wesseling,Mineraloelprodukte,90.0,50389,Wesseling
SEE921572088800,Müllverbrennungsanlage - EEW Stavenhagen GmbH & Co KG,müllverbrennungsanlage - eew stavenhagen gmbh co kg,Abfall,10.0,17153,Stavenhagen
SEE921679055279,Gottfrieding K1,gottfrieding k1,Wasser,3.0,84177,Gottfrieding
SEE923433960119,Batteriespeicher Dresden - Reick,batteriespeicher dresden - reick,Batteriespeicher,1.95,01277,Dresden
SEE928715410504,Gummering K2,gummering k2,Wasser,5.5,84183,Niederviehbach
SEE932235962276,BHKW 2 Modul 2,bhkw 2 modul 2,Erdgas,4.119,21129,Hamburg
SEE906834978235,Lage Generator 2,lage generator 2,Steinkohle,4.077,32791,Lage
SEE909689464656,ET Prozessdampf,et prozessdampf,Sonstige Energietraeger (nicht erneuerbar),1.2,47166,Duisburg
SEE914143996840,GT3,gt3,Erdgas,7.428,25541,Brunsbüttel
SEE914931712744,HK_001_Industrieheizkraftwerk-Walsrode_BHKW-GM1,hk_001_industrieheizkraftwerk-walsrode_bhkw-gm1,Erdgas,3.2,29699,Walsrode
SEE916274994887,bnBm Gaskraftwerk Leipheim,bnbm gaskraftwerk leipheim,Erdgas,310.0,89340,Leipheim
SEE917110358740,Steinbeis Energie EBS Kessel 6,steinbeis energie ebs kessel 6,Abfall,17.0,25348,Glückstadt
SEE920405564993,Kraftwerk Stammham MS2,kraftwerk stammham ms2,Wasser,7.733,84533,Stammham
SEE925023182710,Alzwerk Maschine 5,alzwerk maschine 5,Wasser,10.08,84489,Burghausen
SEE918046145015,illwerke vkw Lünerseewerk M3,illwerke vkw lünerseewerk m3,Pumpspeicher,56.0,A-6774,Tschagguns
SEE918648599230,Zolling Biomasse-HKW,zolling biomasse-hkw,Biomasse,19.5,85406,Zolling
SEE908082298592,W059-RD_Geb. 122/IV_0450-0459,w059-rd_geb 122 iv_0450-0459,Mineraloelprodukte,7.086,70327,Stuttgart
SEE918573116014,Serrig Maschine 2,serrig maschine 2,Wasser,6.05,54441,Taben-Rodt
SEE921862229227,Pumpspeicherwerk Rönkhausen PSW2,pumpspeicherwerk rönkhausen psw2,Pumpspeicher,69.0,57413,Finnentrop
SEE925067145375,GUD-1-7 (iKWK),gud-1-7,Erdgas,4.4,48155,Münster
SEE925189660817,Prüfstand 8,prüfstand 8,Erdgas,3.15,86165,Augsburg
SEE901345486644,PSW Goldisthal PSS D,psw goldisthal pss d,Pumpspeicher,263.0,98746,Goldisthal
SEE902226350702,BESS Leer Nord,bess leer nord,Batteriespeicher,15.36,26789,Leer
SEE903604447151,E-BHKW,e-bhkw,Erdgas,1.899,75175,Pforzheim
SEE912463283787,GM1,gm1,Biomasse,3.285,83022,Rosenheim
SEE916495905242,HKW III  Block B,hkw iii block b,Waerme,84.0,47249,Duisburg
SEE917211801770,UPM Schongau DKW T4,upm schongau dkw t4,Erdgas,32.0,86956,Schongau
SEE917960395155,Nordland GuD-Anlage Gasturbine,nordland gud-anlage gasturbine,Erdgas,58.681,26892,Dörpen
SEE922855765289,HKW III  Block B,hkw iii block b,Erdgas,75.2,47249,Duisburg
SEE923389370246,Kraftwerk Neuötting MS1,kraftwerk neuötting ms1,Wasser,8.7,84524,Neuötting
SEE925570951074,Kraftwerk Neuötting MS2,kraftwerk neuötting ms2,Wasser,8.7,84524,Neuötting
SEE900576662001,Querdel SKW Biomethan2,querdel skw biomethan2,Biomasse,3.352,48336,Sassenberg
SEE915375007878,Mitte BHKW 2 Modul 4,mitte bhkw 2 modul 4,Erdgas,4.472,47053,Duisburg
SEE918419019035,Elverlingsen WFAE,elverlingsen wfae,Biomasse,2.3,58791,Werdohl
SEE922581598120,HKW - DT1,hkw - dt1,Erdgas,9.963,91052,Erlangen
SEE900628853036,Trianel Gaskraftwerk Hamm Block 20,trianel gaskraftwerk hamm block 20,Erdgas,445.0,59071,Hamm
SEE902725989434,Regensburg KWK 4,regensburg kwk 4,Erdgas,2.678,93055,Regensburg
SEE905820921729,Batteriespeicher JT Energy Systems GmbH,batteriespeicher jt energy systems gmbh,Batteriespeicher,25.0,09627,Bobritzsch-Hilbersdorf
SEE907222955227,Sermuth BHKW 3,sermuth bhkw 3,Mineraloelprodukte,5.7,04680,Colditz
SEE943609681808,BES DD,bes dd,Batteriespeicher,12.0,01259,Dresden
SEE945086771409,KWK-Anlage FHW Ratingen West Modul 4,kwk-anlage fhw ratingen west modul 4,Erdgas,1.947,40878,Ratingen
SEE945845418224,Altheim K3,altheim k3,Wasser,5.718,84051,Essenbach
SEE948481095354,Generator 1,generator 1,Erdgas,13.0,31171,Nordstemmen
SEE952262880046,illwerke vkw Rodundwerk I M3,illwerke vkw rodundwerk i m3,Wasser,50.0,A-6773,Vandans
SEE954649497618,SMAREG4 Wartburgspeicher Eisenach,smareg4 wartburgspeicher eisenach,Batteriespeicher,60.0,99817,Eisenach
SEE957602727647,SEDE607510036,sede607510036,Erdgas,4.472,07546,Gera
SEE917497526305,KWK GT1,kwk gt1,Erdgas,15.36,21683,Stade
SEE917758204157,Motor 3,motor 3,Biomasse,1.048,28870,Ottersberg
SEE909057995010,Trier Maschine 4,trier maschine 4,Wasser,4.7,54294,Trier
SEE922477386435,Franken DT2,franken dt2,Erdgas,387.0,90449,Nürnberg
SEE923918497345,Gasmotoren-Blockheizkraftwerk I (Generator 4),gasmotoren-blockheizkraftwerk i,Erdgas,3.879,01468,Moritzburg
SEE926367113644,Obervermuntwerk II Maschine 1 Turbine,obervermuntwerk ii maschine 1 turbine,Pumpspeicher,190.0,A-6794,Partenen
SEE927419839802,"Heizkraftwerk Bonn-Nord, Gasturbine 2 der GuD-Anlage",heizkraftwerk bonn-nord gasturbine 2 der gud-anlage,Erdgas,39.186,53115,Bonn
SEE927542617698,bnBm GasKW BIB GT5,bnbm gaskw bib gt5,Erdgas,34.4,68647,Biblis
SEE949500107867,Mühltal F3,mühltal f3,Wasser,3.73,82064,Straßlach-Dingharting
SEE951620659119,Emsland B GT2,emsland b gt2,Erdgas,58.0,49808,Lingen
SEE923421872301,GuD Süd GT2,gud süd gt2,Erdgas,165.5,67063,Ludwigshafen
SEE923527691592,Gasturbinenkraftwerk Ahrensfelde GT D,gasturbinenkraftwerk ahrensfelde gt d,Erdgas,37.104,16356,Ahrensfelde
SEE924373150776,GT 2,gt 2,Erdgas,23.0,99087,Erfurt
SEE924562445072,Gasmotoren-Heizkraftwerk Dresden-Reick - Aggregat V,gasmotoren-heizkraftwerk dresden-reick - aggregat v,Erdgas,11.5,01277,Dresden
SEE925631744058,G20,g20,Erdgas,7.482,36039,Fulda
SEE929797382345,Gasturbinenkraftwerk Ahrensfelde GT B,gasturbinenkraftwerk ahrensfelde gt b,Erdgas,37.104,16356,Ahrensfelde
SEE931050475398,GuD Niehl 3 RheinEnergie,gud niehl 3 rheinenergie,Erdgas,452.9,50735,Köln
SEE932569905017,Küstenkraftwerk K.I.E.L Motor 17,küstenkraftwerk k i e l motor 17,Erdgas,9.456,24149,Kiel
SEE937830141170,BHKW-G66-KWK-klein,bhkw-g66-kwk-klein,Erdgas,3.736,08058,Zwickau
SEE904604163027,Karnap B,karnap b,Abfall,38.0,45329,Essen
SEE905035807238,Kirchmöser GT 1,kirchmöser gt 1,Erdgas,60.0,14774,Brandenburg
SEE907597880766,Kraftwerk Emden Dampfturbine,kraftwerk emden dampfturbine,Erdgas,433.0,26725,Emden
SEE909466066615,Motor-Heizkraftwerk Chemnitz-Nord. Motor 3,motor-heizkraftwerk chemnitz-nord motor 3,Erdgas,12.538,09114,Chemnitz
SEE911219414864,PSW Markersbach PSS E,psw markersbach pss e,Pumpspeicher,174.2,08352,Raschau-Markersbach
SEE914224312040,Gasmotoren-Blockheizkraftwerk I (Generator 1),gasmotoren-blockheizkraftwerk i,Erdgas,3.879,01468,Moritzburg
SEE927727929912,MVA-Turbine,mva-turbine,Abfall,27.0,52249,Eschweiler
SEE932482220433,BHKW 1,bhkw 1,Biomasse,1.027,25491,Hetlingen
SEE932621971301,GT2,gt2,Erdgas,7.15,36039,Fulda
SEE934669010578,Bitterfeld GuD,bitterfeld gud,Erdgas,108.0,06749,Bitterfeld-Wolfen
SEE901911520000,illwerke vkw Obervermuntwerk I M1,illwerke vkw obervermuntwerk i m1,Wasser,18.0,A-6794,Partenen
SEE908672656115,Gersteinwerk G DT (G2),gersteinwerk g dt,Erdgas,355.0,59368,Werne
SEE910877433255,Expansionsturbinen S2,expansionsturbinen s2,Sonstige Energietraeger (nicht erneuerbar),1.2,26197,Großenkneten
SEE918271567637,Geisling K3,geisling k3,Wasser,8.333,93102,Pfatter
SEE919137629452,IPH Strom VT1,iph strom vt1,Erdgas,17.38,65929,Frankfurt
SEE904748267797,SEDE607510037,sede607510037,Erdgas,4.387,07549,Gera
SEE912935247576,Raffineriekraftwerk Leuna MDT,raffineriekraftwerk leuna mdt,Mineraloelprodukte,33.4,06237,Leuna
SEE915645322953,GT 1,gt 1,Erdgas,23.0,99087,Erfurt
SEE919076066929,Happurg F1,happurg f1,Pumpspeicher,40.0,91230,Happurg
SEE919544829094,HKW Mitte GTHKW,hkw mitte gthkw,Erdgas,63.8,38114,Braunschweig
SEE926292106278,KWK-Anlage Gasturbine 2,kwk-anlage gasturbine 2,Erdgas,4.346,49638,Nortrup
SEE927622980674,Euskirchen Generator 1,euskirchen generator 1,Braunkohle,7.2,53879,Euskirchen
SEE927738616955,PSW Bleiloch PSS A,psw bleiloch pss a,Pumpspeicher,39.9,07907,Schleiz
SEE900252837358,Gasturbine,gasturbine,Erdgas,4.35,76593,Gernsbach
SEE906392287978,BHKW Hastedt Motor 02,bhkw hastedt motor 02,Erdgas,11.6794,28207,Bremen
SEE910324388312,Batteriespeicher Chemnitz GmbH & Co. KG,batteriespeicher chemnitz gmbh co kg,Batteriespeicher,15.8,09114,Chemnitz
SEE910929866741,BHKW Hastedt Motor 03,bhkw hastedt motor 03,Erdgas,11.6794,28207,Bremen
SEE929022761297,Emsland D GT2,emsland d gt2,Erdgas,293.5,49808,Lingen
SEE931001040675,KW Plattling DT,kw plattling dt,Erdgas,39.078,94447,Plattling
SEE941875842596,Ma 1,ma 1,Sonstige Energietraeger (nicht erneuerbar),35.0,38239,Salzgitter
SEE956207547964,BHKW Hafen - Modul 3,bhkw hafen - modul 3,Erdgas,2.173,59067,Hamm
SEE957952105034,Heizkraftwerk Meggle,heizkraftwerk meggle,Erdgas,13.6,83512,Reitmehring
SEE959715874706,Niederaichbach K1,niederaichbach k1,Wasser,5.4,84051,Essenbach
SEE962712912357,Vianden M3,vianden m3,Pumpspeicher,100.0,9463,Stolzembourg
SEE965444118547,GTS3,gts3,Erdgas,5.319,49479,Ibbenbüren
SEE967448123107,BHKW Hafen - Modul 2,bhkw hafen - modul 2,Erdgas,2.173,59067,Hamm
SEE973234062512,KW Waldshut MS A5,kw waldshut ms a5,Pumpspeicher,44.0,79761,Waldshut-Tiengen
SEE917568874298,7710MKA10-DT,7710mka10-dt,Waerme,5.874,01454,Wachau
SEE900310540558,Speicher Beilrode I - Teilanlage 6,speicher beilrode i - teilanlage 6,Batteriespeicher,6.16,04886,Beilrode
SEE903406002589,Gasmotoren-Blockheizkraftwerk I (Generator 5),gasmotoren-blockheizkraftwerk i,Erdgas,3.879,01468,Moritzburg
SEE910080930862,Gasmotoren-Blockheizkraftwerk II (Generator 4),gasmotoren-blockheizkraftwerk ii,Erdgas,3.772,01468,Moritzburg
SEE911283118750,Industriekraftwerk Greifswald GmbH,industriekraftwerk greifswald gmbh,Erdgas,38.2,17509,Lubmin
SEE911764038249,Franken DT1,franken dt1,Erdgas,383.0,90449,Nürnberg
SEE912980761904,bnBm GasKW BIB GT7,bnbm gaskw bib gt7,Erdgas,34.4,68647,Biblis
SEE906257837416,5MKA,5mka,Mineraloelprodukte,28.0,16303,Schwedt
SEE906462907775,Kraftwerk HA GT2,kraftwerk ha gt2,Erdgas,5.67,36269,Philippsthal
SEE909297051026,GT2,gt2,Erdgas,22.7,49808,Lingen
SEE910950875330,bnBm GasKW BIB GT1,bnbm gaskw bib gt1,Erdgas,34.4,68647,Biblis
SEE932792338347,illwerke vkw Rodundwerk I M1,illwerke vkw rodundwerk i m1,Wasser,50.0,A-6773,Vandans
SEE932928232242,GKH 2,gkh 2,Steinkohle,136.0,30419,Hannover
SEE937791832391,Küstenkraftwerk K.I.E.L Motor 16,küstenkraftwerk k i e l motor 16,Erdgas,9.456,24149,Kiel
SEE939823727910,Küstenkraftwerk K.I.E.L Motor 3,küstenkraftwerk k i e l motor 3,Erdgas,9.456,24149,Kiel
SEE939899660715,Gasmotoren-Heizkraftwerk Dresden-Reick - Aggregat VII,gasmotoren-heizkraftwerk dresden-reick - aggregat vii,Erdgas,11.5,01277,Dresden
SEE940475173918,Küstenkraftwerk K.I.E.L Motor 5,küstenkraftwerk k i e l motor 5,Erdgas,9.456,24149,Kiel
SEE943132425573,BHKW 2,bhkw 2,Biomasse,1.027,25491,Hetlingen
SEE943181515102,Meitingen M1,meitingen m1,Wasser,4.2,86405,Meitingen
SEE905054165586,Gasmotoren-Blockheizkraftwerk II (Generator 7),gasmotoren-blockheizkraftwerk ii,Erdgas,3.772,01468,Moritzburg
SEE912978354040,Gasmotoren-Blockheizkraftwerk II (Generator 6),gasmotoren-blockheizkraftwerk ii,Erdgas,3.772,01468,Moritzburg
SEE913072031325,Beilrode II - BESS - CoLocation,beilrode ii - bess - colocation,Batteriespeicher,44.72,04886,Beilrode
SEE913280112274,Kraftwerk HA DT4,kraftwerk ha dt4,Waerme,21.0,36269,Philippsthal
SEE913483427694,Speicher Beilrode II - Teilanlage 1,speicher beilrode ii - teilanlage 1,Batteriespeicher,10.4,04886,Beilrode
SEE923793340132,Gasmotoren-Heizkraftwerk Dresden-Reick - Aggregat VIII,gasmotoren-heizkraftwerk dresden-reick - aggregat viii,Erdgas,11.5,01277,Dresden
SEE925543621515,ECO POWER ONE AB,eco power one ab,Batteriespeicher,51.75,24855,Bollingstedt
SEE916689752430,N822 GE2,n822 ge2,Waerme,2.65,67063,Ludwigshafen
SEE917379392493,illwerke vkw Lünerseewerk M2,illwerke vkw lünerseewerk m2,Pumpspeicher,56.0,A-6774,Tschagguns
SEE919366422664,DTS 3,dts 3,Erdgas,17.009,68305,Mannheim
SEE920494524915,GuD Mitte GT11,gud mitte gt11,Erdgas,204.0,67063,Ludwigshafen
SEE922158261037,ECO POWER ONE CD,eco power one cd,Batteriespeicher,51.75,24855,Bollingstedt
SEE923624580645,Wintrich Maschine 3,wintrich maschine 3,Wasser,5.0,54487,Wintrich
SEE926582462244,WUN Pellets - BHKW-Modul III,wun pellets - bhkw-modul iii,Erdgas,4.41,95632,Wunsiedel
SEE907834312319,SWM Uppenborn 2 Gen1,swm uppenborn 2 gen1,Wasser,6.0,84184,Tiefenbach
SEE909482931270,Faimingen M2,faimingen m2,Wasser,5.045,89415,Lauingen
SEE916877868585,Hamborn 4,hamborn 4,Sonstige Energietraeger (nicht erneuerbar),101.3,47166,Duisburg
SEE924172977710,Mittelsbüren GT3,mittelsbüren gt3,Mineraloelprodukte,86.0,28237,Bremen
SEE926876352800,Urspring K(Ro) 3,urspring k 3,Wasser,3.366,86983,Lechbruck
SEE930842265841,BESS Halle (Saale),bess halle,Batteriespeicher,11.263,06116,Halle
SEE933714674710,Kraftwerk GRI,kraftwerk gri,Erdgas,10.0,85092,Kösching
SEE929910590541,STA - MHKW,sta - mhkw,Abfall,27.0,22145,Stapelfeld
SEE933935879772,BHKW Zuckerfabrik NST,bhkw zuckerfabrik nst,Biomasse,1.484,31171,Nordstemmen
SEE934309192626,PSW Geesthacht PSS A,psw geesthacht pss a,Pumpspeicher,39.7,21502,Geesthacht
SEE938663790405,0066 - STW - BHKW - KWK,0066 - stw - bhkw - kwk,Erdgas,2.419,47906,Kempen
SEE941459970745,Gummering K1,gummering k1,Wasser,5.5,84183,Niederviehbach
SEE945436960576,GT1,gt1,Erdgas,7.15,36039,Fulda
SEE948263410344,Schwabstadl K(Ro)2,schwabstadl k 2,Wasser,4.0,86937,Scheuring
SEE948545926433,SEDE607510036,sede607510036,Erdgas,4.472,07546,Gera
SEE953574430066,Küstenkraftwerk K.I.E.L Motor 12,küstenkraftwerk k i e l motor 12,Erdgas,9.456,24149,Kiel
SEE919395394109,Leipzig KWK 2,leipzig kwk 2,Erdgas,3.36,04349,Leipzig
SEE921068308450,Speicher Tangermünde,speicher tangermünde,Batteriespeicher,15.8,39590,Tangermünde
SEE925011950635,Turbine VE 40 ZV MVA IN,turbine ve 40 zv mva in,Abfall,18.24,85055,Ingolstadt
SEE925076352665,GT 2,gt 2,Mineraloelprodukte,23.2,83734,Hausham
SEE937822704543,Turbine 2,turbine 2,Abfall,1.177,64293,Darmstadt
SEE919189403703,Generator 7,generator 7,Erdgas,21.861,65203,Wiesbaden
SEE927473609168,BNA0174,bna0174,Erdgas,72.46,84508,Burgkirchen
SEE929031511661,Vianden M9,vianden m9,Pumpspeicher,100.0,9463,Stolzembourg
SEE931060472509,Dampfturbosatz,dampfturbosatz,Waerme,9.51,07407,Rudolstadt
SEE934039077637,Gersthofen M1,gersthofen m1,Wasser,1.969,86368,Gersthofen
SEE934706805181,W08_PST_Mantelobjekt,w08_pst_mantelobjekt,Mineraloelprodukte,18.9022,71287,Weissach
SEE938349787705,DT2,dt2,Biomasse,12.5,59929,Brilon
SEE949816813650,SEDE607510037,sede607510037,Erdgas,4.387,07549,Gera
SEE950675787617,Ingolstadt 3,ingolstadt 3,Mineraloelprodukte,355.0,85098,Großmehring
SEE934531299087,Gasturbine GT,gasturbine gt,Erdgas,22.0,79639,Grenzach-Wyhlen
SEE938587513135,Scholven 1 GT2,scholven 1 gt2,Erdgas,54.0,45896,Gelsenkirchen
SEE939382623364,TWIN2,twin2,Abfall,4.69,26826,Weener
SEE940552188637,Unterbergen K(Ro)3,unterbergen k 3,Wasser,4.067,86511,Schmiechen
SEE942803645654,Dampfturbine BBC,dampfturbine bbc,Waerme,2.443,73312,Geislingen
SEE943096190258,Biomasse-Kraftwerk Fechenheim GmbH,biomasse-kraftwerk fechenheim gmbh,Biomasse,11.33,60386,Frankfurt
SEE918541277334,Kraftwerk Fulda Aggregat 3C,kraftwerk fulda aggregat 3c,Mineraloelprodukte,2.76,36043,Fulda
SEE919035876514,KW Witznau MS B3,kw witznau ms b3,Pumpspeicher,55.0,79777,Ühlingen-Birkendorf
SEE920560912882,SWM HKW Freimann GT12,swm hkw freimann gt12,Erdgas,52.768,80807,München
SEE921294761234,Kraftwerk Perach MS1,kraftwerk perach ms1,Wasser,6.466,84567,Perach
SEE921894153743,IPH Strom CoFA BHKW 3,iph strom cofa bhkw 3,Biomasse,1.3725,65929,Frankfurt
SEE924909675933,GUD-1-2 (GT2),gud-1-2,Erdgas,31.0,48155,Münster
SEE927630371594,Grubenheizkraftwerk Amsdorf,grubenheizkraftwerk amsdorf,Braunkohle,45.189,06317,Seegebiet Mansfelder Land
SEE918623387630,EEW Stapelfeld GmbH,eew stapelfeld gmbh,Abfall,11.4,22145,Stapelfeld
SEE921479798321,Generator C,generator c,Abfall,9.376,42349,Wuppertal
SEE900240101683,129870 Modul 3,129870 modul 3,Erdgas,4.44,76744,Wörth
SEE902724065948,BMW Werk 1.5 KWK 8,bmw werk 1 5 kwk 8,Erdgas,2.645,80937,München
SEE956943312185,A718 KT9,a718 kt9,Waerme,45.5,67063,Ludwigshafen
SEE922877375398,GuD Anlage GT,gud anlage gt,Erdgas,9.023,04687,Trebsen
SEE923769915258,HKW Sandreuth (GT1),hkw sandreuth,Erdgas,53.0,90441,Nürnberg
SEE924682614181,Mercer Stendal TG 1,mercer stendal tg 1,Biomasse,94.515,39596,Arneburg
SEE926786756569,KW Häusern MS B1,kw häusern ms b1,Pumpspeicher,30.0,79837,Häusern
SEE928072880231,IPH Strom VT5,iph strom vt5,Erdgas,13.8,65929,Frankfurt
SEE931494186256,Biomasseheizkraftwerk Wismar,biomasseheizkraftwerk wismar,Biomasse,18.3,23970,Wismar
SEE910532842996,Au F3,au f3,Wasser,2.0,89257,Illertissen
SEE912013538152,Windpark Reußenköge Batteriespeicher 2,windpark reußenköge batteriespeicher 2,Batteriespeicher,6.4,25821,Reußenköge
SEE915051196278,BHKW Ford Saarlouis Modul 4,bhkw ford saarlouis modul 4,Erdgas,4.322,66740,Saarlouis
SEE915432109163,Irsching 6,irsching 6,Erdgas,300.0,85088,Vohburg
SEE919134316447,Schkopau A+B Bahngenerator,schkopau a b bahngenerator,Waerme,110.0,06258,Schkopau
SEE920825895844,BHKW KW5 54,bhkw kw5 54,Erdgas,9.93,55120,Mainz
SEE901453618340,MHKW Dampfturbine 2,mhkw dampfturbine 2,Abfall,2.1,83022,Rosenheim
SEE903494881059,Prem K(Ro)3,prem k 3,Wasser,6.4,86983,Lechbruck
SEE904955359575,KW Ryburg-Schwörstadt M4,kw ryburg-schwörstadt m4,Wasser,28.15,79739,Schwörstadt
SEE914365805029,"Biomethan BHKW Hannover Herrenhausen, Motor 2",biomethan bhkw hannover herrenhausen motor 2,Biomasse,4.5,30419,Hannover
SEE914749097217,129870 Modul 1,129870 modul 1,Erdgas,4.44,76744,Wörth
SEE929068766096,UPM Schongau HKW 2 T1,upm schongau hkw 2 t1,Erdgas,2.85,86956,Schongau
SEE929107540175,KW Nußdorf MS2 (im Besitz von Innwerk und ÖBK),kw nußdorf ms2,Wasser,23.5,83131,Nußdorf
SEE939917723934,BHKW Neu-Ulm M3,bhkw neu-ulm m3,Erdgas,2.622,89231,Neu-Ulm
SEE948609940009,Heizkraftwerk Heilbronn HLB 7,heizkraftwerk heilbronn hlb 7,Steinkohle,778.0,74076,Heilbronn
SEE949216632202,Dampfturbine 13,dampfturbine 13,Erdgas,38.2,24939,Flensburg
SEE953174240607,Kraftwerk Gars MS4,kraftwerk gars ms4,Wasser,5.0,83536,Gars
SEE958184152735,Dampfturbine 7,dampfturbine 7,Erdgas,28.0,24939,Flensburg
